#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 19, 2019 - Dec 17, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
Guadeloupe,52,212,621,3242
Brunei Darussalam,45,183,580,3220
Macau SAR of China,29,158,530,2855
Maldives,59,176,598,2676
Turkmenistan,17,77,798,2567
Bhutan,54,195,498,2443
Suriname,87,261,718,2309
Cayman Islands,26,141,440,2085
French Guiana,27,95,355,2049
Saint Vincent and The Grenadines,25,123,407,2002
Iceland,34,156,421,1931
Europe (Unknown Country),21,105,220,1778
Gambia,46,214,570,1719
Mauritania,48,206,580,1658
French Polynesia,19,71,265,1605
Vanuatu,20,94,269,1567
Timor-Leste,25,125,439,1547
Djibouti,9,53,160,1518
Bermuda,22,106,335,1483
New Caledonia,18,71,272,1452
Jersey,49,170,430,1396
Seychelles,17,79,258,1325
US Virgin Islands,19,94,289,1290
Aruba,8,79,235,1288
Dominica,25,105,302,1279
Solomon Islands,25,101,343,1257
Anguilla,13,53,165,1187
Turks and Caicos Islands,19,76,267,1053
Monaco,15,87,272,1010
Samoa,18,75,266,942
Saint Kitts and Nevis,16,63,162,893
Tonga,19,55,180,831
Sint Maarten,12,53,165,701
British Virgin Islands,19,53,194,698
Comoros,0,11,39,643
Isle of Man,9,48,134,635
Northern Mariana Islands,9,39,104,599
Guernsey,11,49,140,508
Gibraltar,6,20,72,435
Faroe Islands,7,37,99,407
Federated States of Micronesia,5,40,100,368
Greenland,19,51,128,361
Palau,7,27,76,335
Bonaire/Sint Eustatius/Saba,3,18,67,307
Saint Martin,2,19,38,210
Andorra,2,6,27,189
Cook Islands,1,15,54,180
Marshall Islands,4,17,42,158
Kiribati,2,9,44,151
Liechtenstein,4,7,35,140
Mayotte,2,8,25,87
Nauru,5,7,30,85
Eritrea,0,3,11,52
Holy See (Vatican City State),0,2,8,45
San Marino,0,1,4,43
Aland Islands,0,3,6,37
Falkland Islands (Malvinas),0,3,5,29
St. Pierre and Miquelon,0,3,7,28
Wallis and Futuna Islands,0,3,7,26
American Samoa,0,1,9,21
Tuvalu,1,1,6,19
British Indian Ocean Territory,1,2,6,15
Montserrat,0,1,3,13
Niue,0,0,1,10
Norfolk Island,0,1,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,0,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


