#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 27, 2019 - Dec 25, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
Samoa,13,56,244,944
Saint Kitts and Nevis,11,50,158,885
Tonga,6,42,175,823
Sint Maarten,7,44,157,704
British Virgin Islands,12,59,185,699
Comoros,3,8,39,639
Isle of Man,11,48,137,637
Northern Mariana Islands,9,39,96,601
Guernsey,5,46,139,506
Gibraltar,6,20,70,435
Faroe Islands,4,33,98,399
Greenland,4,46,125,359
Federated States of Micronesia,4,28,97,355
Palau,5,23,74,336
Bonaire/Sint Eustatius/Saba,4,12,66,303
Saint Martin,4,17,41,206
Andorra,3,8,30,187
Cook Islands,1,8,49,181
Marshall Islands,5,17,42,162
Kiribati,2,8,38,152
Liechtenstein,3,10,35,142
Mayotte,3,11,26,88
Nauru,0,5,29,85
Eritrea,2,4,11,52
Holy See (Vatican City State),1,2,8,46
San Marino,0,1,4,40
Aland Islands,0,3,6,36
St. Pierre and Miquelon,1,4,8,29
Falkland Islands (Malvinas),1,3,5,28
Wallis and Futuna Islands,0,4,8,27
American Samoa,1,1,8,22
Tuvalu,0,1,5,19
British Indian Ocean Territory,0,2,5,15
Montserrat,0,0,2,12
Niue,0,0,1,9
Norfolk Island,0,0,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,0,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


