#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 8, 2019 - Dec 6, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
Holy See (Vatican City State),1,3,9,48
San Marino,1,1,4,46
Aland Islands,2,2,5,38
St. Pierre and Miquelon,2,3,8,30
Falkland Islands (Malvinas),1,4,5,29
Wallis and Futuna Islands,3,3,7,28
American Samoa,0,3,9,21
Tuvalu,0,0,5,19
British Indian Ocean Territory,1,2,5,16
Montserrat,0,1,3,13
Niue,0,0,1,10
Norfolk Island,0,1,1,9
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,1,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,1,1


