#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 22, 2019 - Dec 20, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
Iceland,32,149,418,1931
Europe (Unknown Country),20,100,225,1781
Gambia,44,194,562,1722
Mauritania,55,207,593,1671
French Polynesia,17,71,265,1600
Vanuatu,16,89,265,1565
Timor-Leste,20,110,438,1541
Bermuda,19,104,323,1483
Djibouti,12,57,163,1473
New Caledonia,18,71,265,1445
Jersey,41,168,439,1394
Seychelles,23,80,259,1329
Aruba,14,78,237,1289
US Virgin Islands,27,95,290,1288
Dominica,21,100,300,1275
Solomon Islands,22,96,342,1257
Anguilla,15,55,166,1188
Turks and Caicos Islands,12,70,264,1052
Monaco,16,85,271,1010
Samoa,18,68,259,944
Saint Kitts and Nevis,17,59,161,895
Tonga,12,51,178,828
Sint Maarten,10,56,162,707
British Virgin Islands,23,59,197,701
Comoros,1,9,40,639
Isle of Man,12,47,136,638
Northern Mariana Islands,10,38,101,596
Guernsey,9,49,141,509
Gibraltar,3,19,69,431
Faroe Islands,9,36,101,403
Federated States of Micronesia,2,39,99,365
Greenland,12,47,127,359
Palau,8,30,78,338
Bonaire/Sint Eustatius/Saba,3,16,66,306
Saint Martin,2,18,38,205
Andorra,4,8,28,187
Cook Islands,0,11,51,180
Marshall Islands,5,15,40,159
Kiribati,1,7,40,151
Liechtenstein,4,8,35,141
Mayotte,1,9,26,87
Nauru,4,7,30,85
Eritrea,0,3,10,52
Holy See (Vatican City State),1,2,9,46
San Marino,0,1,4,43
Aland Islands,0,3,6,36
St. Pierre and Miquelon,0,3,7,28
Falkland Islands (Malvinas),0,3,4,28
Wallis and Futuna Islands,1,4,8,27
American Samoa,0,1,9,21
Tuvalu,1,1,6,19
British Indian Ocean Territory,0,2,6,15
Montserrat,0,1,3,12
Niue,0,0,1,10
Norfolk Island,0,1,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,0,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


