#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 30, 2019 - Dec 28, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
Puerto Rico,255,1175,5348,70131
Madagascar,684,4452,13919,68366
Switzerland,1019,4005,12602,65659
Guinea,1962,6869,24049,62178
Burundi,1086,3850,11387,56804
Ireland,760,3301,10336,56242
China,407,1695,5362,55741
Senegal,670,3112,10206,55210
Albania,1260,5075,13324,55178
Gabon,226,1201,5511,52198
South Korea,1035,3959,11468,51938
United Arab Emirates,598,3183,10186,51751
Rwanda,1840,7873,23057,51143
Sweden,721,3217,9457,48775
Austria,505,2483,8672,48463
Mali,780,3454,10470,46200
Malawi,319,1315,5335,45457
Czech Republic,359,1690,6619,43354
Cape Verde,359,1559,5288,39944
Uzbekistan,1278,4839,13563,39683
Togo,1516,6407,15790,39613
Taiwan region,537,2071,5877,39013
Liberia,900,3594,11208,38853
Kazakhstan,882,3253,10095,38367
Haiti,416,2946,10633,38184
Jamaica,554,2890,9602,36149
Zimbabwe,343,1775,5952,35823
Saudi Arabia,430,2077,7136,34300
Serbia,752,2601,6610,34100
Myanmar,396,1613,4736,32939
Greece,560,2496,7441,32871
Afghanistan,367,1446,4676,30055
Croatia,350,1324,4881,29930
Papua New Guinea,163,771,2425,28965
Tanzania,555,2224,6592,28931
Finland,396,1882,7025,28763
Congo,274,1053,3410,28578
Nepal,518,1914,6055,27583
Dominican Republic,272,1535,5134,26443
Sudan,799,4026,10175,25009
Trinidad and Tobago,339,1686,5791,24623
Uruguay,99,385,1915,24227
Kyrgyzstan,779,2649,7445,22954
Mongolia,635,2623,7344,22537
Paraguay,113,594,2342,20927
Georgia,273,1190,4117,20857
Niger,332,1452,4830,20684
El Salvador,144,675,5031,20060
Iran (Islamic Republic of),39,187,1403,18662
Norway,275,1183,3788,18590
Chad,144,630,2235,18068
Israel,272,1097,3404,17336
Sri Lanka,246,1155,4106,17297
Armenia,260,1146,3433,16699
Botswana,136,666,2327,16624
Kuwait,244,1053,3107,16375
Lithuania,258,1500,3648,16317
Mauritius,183,886,3089,15886
Lao Peoples Democratic Republic,59,266,1011,15244
Bolivia,125,674,2484,15170
Namibia,175,881,2999,14710
Qatar,183,828,2720,13473
Slovenia,219,1060,3211,13404
Luxembourg,198,752,1702,12385
Cambodia,149,627,1817,12263
Macedonia,211,859,2213,12089
Syrian Arab Republic,180,860,2373,11800
Bahamas,131,780,3005,11711
Denmark,181,844,2692,11665
Equatorial Guinea,14,83,1519,11026
Libyan Arab Jamahiriya,261,787,2172,10830
Swaziland,90,410,1509,9715
Oman,133,685,1958,9601
Guinea-Bissau,85,482,1602,8344
Tajikistan,179,740,2436,8107
Cuba,41,159,434,8072
Bosnia and Herzegovina,147,498,1546,7976
Cyprus,81,389,1420,7818
Fiji,105,487,1853,7801
Reunion,119,504,1463,7344
Central African Republic,157,618,1481,7238
Barbados,84,481,1657,7025
Saint Lucia,39,192,637,7014
Bahrain,97,445,1391,6839
Sierra Leone,156,643,1937,6623
Guyana,90,495,1595,6128
Latvia,130,505,1460,6063
Estonia,116,513,1417,5708
Somalia,108,368,1122,5573
Palestinian Territories,103,406,1039,5551
Lesotho,72,288,891,5131
Martinique,71,300,874,5070
South Sudan,81,386,1346,4614
Belize,56,334,1212,4613
Montenegro,74,395,1353,4449
Malta,77,310,860,4286
Curacao,37,126,568,3922
Sao Tome and Principe,74,296,799,3357
Guam,41,220,702,3310
Grenada,21,91,380,3265
Antigua and Barbuda,31,114,258,3214
Brunei Darussalam,40,181,571,3205
Guadeloupe,40,193,604,3167
Macau SAR of China,42,142,513,2803
Maldives,32,167,573,2624
Turkmenistan,19,80,640,2407
Bhutan,32,171,476,2404
Suriname,48,247,717,2306
Cayman Islands,19,113,408,2060
French Guiana,21,84,329,2005
Saint Vincent and The Grenadines,19,96,390,1980
Iceland,24,139,420,1898
Europe (Unknown Country),22,93,248,1791
Gambia,45,188,561,1744
Mauritania,42,188,601,1685
French Polynesia,20,81,270,1568
Vanuatu,13,79,265,1560
Timor-Leste,26,104,437,1532
Bermuda,8,84,298,1472
New Caledonia,17,64,253,1417
Jersey,40,172,444,1393
Djibouti,18,56,162,1334
Seychelles,15,64,247,1317
Aruba,29,86,251,1292
US Virgin Islands,25,95,292,1284
Dominica,22,101,291,1278
Solomon Islands,19,86,334,1263
Anguilla,20,66,176,1191
Turks and Caicos Islands,17,73,248,1049
Monaco,18,86,267,1023
Samoa,12,54,243,946
Saint Kitts and Nevis,9,52,154,882
Tonga,10,39,171,822
British Virgin Islands,10,62,189,703
Sint Maarten,4,38,153,701
Comoros,0,7,38,638
Isle of Man,8,47,136,632
Northern Mariana Islands,8,37,93,601
Guernsey,7,48,137,504
Gibraltar,8,21,71,434
Faroe Islands,6,33,101,400
Greenland,3,43,124,358
Federated States of Micronesia,4,26,94,354
Palau,3,22,74,336
Bonaire/Sint Eustatius/Saba,2,12,63,302
Saint Martin,4,14,41,205
Andorra,2,8,30,185
Cook Islands,1,6,46,181
Marshall Islands,2,16,40,162
Kiribati,1,6,37,151
Liechtenstein,4,12,34,144
Mayotte,2,11,25,88
Nauru,1,6,29,85
Eritrea,4,6,12,52
Holy See (Vatican City State),0,2,7,46
San Marino,1,2,5,41
Aland Islands,0,3,6,36
St. Pierre and Miquelon,1,5,9,30
Falkland Islands (Malvinas),1,3,5,28
Wallis and Futuna Islands,0,4,8,27
American Samoa,0,1,8,22
Tuvalu,0,1,5,18
British Indian Ocean Territory,0,2,5,15
Montserrat,0,0,2,11
Niue,0,0,1,9
Norfolk Island,0,0,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,0,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


