#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 14, 2019 - Dec 12, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
El Salvador,185,824,5811,20505
Norway,328,1303,3789,19645
Iran (Islamic Republic of),35,277,1421,19173
Israel,272,1106,3462,17850
Sri Lanka,316,1294,4168,17509
Armenia,300,1171,3378,17429
Botswana,176,780,2455,16787
Kuwait,272,1019,3050,16446
Lithuania,351,1468,3286,16276
Mauritius,254,1053,3173,15949
Bolivia,199,924,2784,15734
Lao Peoples Democratic Republic,65,302,1029,15545
Namibia,225,964,3199,14739
Qatar,224,963,2818,13661
Slovenia,263,1233,3231,13607
Luxembourg,219,613,1534,12943
Cambodia,160,666,1773,12325
Macedonia,280,881,2139,12092
Denmark,214,883,2687,11874
Bahamas,209,1043,3216,11766
Syrian Arab Republic,190,783,2309,11756
Equatorial Guinea,21,98,2020,11563
Libyan Arab Jamahiriya,125,384,1913,10642
Swaziland,123,477,1621,9789
Oman,156,659,1917,9547
Cuba,32,128,438,8490
Guinea-Bissau,149,495,1700,8469
Tajikistan,215,822,2488,8259
Bosnia and Herzegovina,125,497,1544,8069
Cyprus,104,468,1498,8010
Fiji,145,614,2020,7791
Sierra Leone,156,635,1899,7690
Central African Republic,161,569,1432,7666
Reunion,109,493,1445,7536
Saint Lucia,42,235,659,7130
Barbados,127,597,1787,7076
Bahrain,119,472,1430,6910
Latvia,134,522,1465,6117
Guyana,145,606,1642,6115
Somalia,91,402,1114,5894
Estonia,128,510,1383,5781
Palestinian Territories,94,363,985,5549
Martinique,69,331,887,5261
Lesotho,78,297,896,5217
Belize,107,413,1256,4632
South Sudan,71,459,1311,4545
Montenegro,114,364,1333,4453
Malta,86,316,871,4366
Curacao,22,209,622,4064
Sao Tome and Principe,70,260,762,3356
Guam,74,253,748,3320
Grenada,24,129,400,3314
Guadeloupe,53,216,632,3292
Antigua and Barbuda,22,99,242,3285
Brunei Darussalam,39,182,582,3220
Macau SAR of China,35,167,540,2888
Maldives,37,158,592,2692
Turkmenistan,17,79,832,2602
Bhutan,56,179,500,2455
Suriname,91,254,706,2297
Cayman Islands,27,150,441,2107
French Guiana,22,98,343,2072
Saint Vincent and The Grenadines,24,138,415,2016
Iceland,47,152,417,1951
Europe (Unknown Country),14,103,203,1765
Gambia,45,227,570,1704
Mauritania,51,202,564,1636
French Polynesia,19,71,272,1628
Djibouti,18,58,164,1582
Vanuatu,22,91,280,1569
Timor-Leste,25,172,437,1548
Bermuda,20,108,348,1486
New Caledonia,12,72,276,1458
Jersey,49,154,404,1393
Seychelles,14,88,264,1323
Aruba,30,92,241,1305
US Virgin Islands,19,91,285,1294
Dominica,32,106,301,1282
Solomon Islands,19,99,350,1252
Anguilla,17,62,171,1191
Turks and Caicos Islands,22,77,270,1058
Monaco,26,87,272,1000
Samoa,16,95,267,946
Saint Kitts and Nevis,13,60,161,902
Tonga,14,51,178,836
Sint Maarten,11,63,162,700
British Virgin Islands,15,48,187,690
Comoros,2,16,43,645
Isle of Man,11,54,133,638
Northern Mariana Islands,9,36,104,593
Guernsey,12,50,139,511
Gibraltar,3,22,72,436
Faroe Islands,6,34,95,411
Federated States of Micronesia,9,41,104,368
Greenland,25,54,125,359
Palau,7,27,76,338
Bonaire/Sint Eustatius/Saba,3,21,68,309
Saint Martin,0,19,42,214
Andorra,0,7,26,193
Cook Islands,1,17,57,179
Marshall Islands,3,15,39,154
Kiribati,0,11,46,152
Liechtenstein,2,6,33,138
Mayotte,2,8,24,86
Nauru,1,6,27,82
Eritrea,1,4,11,53
Holy See (Vatican City State),0,2,8,46
San Marino,0,1,4,44
Aland Islands,1,3,6,38
St. Pierre and Miquelon,1,3,8,29
Falkland Islands (Malvinas),1,3,5,29
Wallis and Futuna Islands,0,3,7,26
American Samoa,0,3,9,21
Tuvalu,0,0,5,19
British Indian Ocean Territory,0,1,5,14
Montserrat,0,1,3,13
Niue,0,0,1,10
Norfolk Island,0,1,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,1,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


