#=================================================================
# Exposures by Country
# Report Suite: Cru Global Report Suite
"# Date: Dec 15, 2019 - Dec 13, 2020"
#=================================================================


##############################################
"# Web engagement (including mobile web), by property"
##############################################
,Last FULL 7 days (-2),Last FULL 30 days (-2),Last FULL 90 days (-2),Last FULL 365 days (-2)
South Korea,958,4017,11536,52747
United Arab Emirates,867,3585,10608,52202
Austria,579,2880,8876,50420
Sweden,776,3152,9485,49367
Rwanda,1754,7663,21547,48159
Czech Republic,435,2067,6886,46699
Mali,787,4058,11131,45698
Malawi,375,1528,5820,45466
Cape Verde,408,1560,5294,40888
Taiwan region,623,2145,6868,39246
Kazakhstan,799,3190,10325,38933
Uzbekistan,1242,4782,13118,38638
Haiti,854,4364,12185,38350
Liberia,930,4023,11117,37760
Togo,1346,6493,15366,37292
Zimbabwe,504,2071,6325,36067
Jamaica,754,3441,10036,35996
Saudi Arabia,559,2320,7183,34555
Serbia,633,2214,6237,34318
Greece,631,2589,7390,33061
Myanmar,610,1519,4754,32854
Afghanistan,389,1652,4797,30606
Congo,247,1109,3600,30354
Croatia,315,1383,4968,30197
Papua New Guinea,200,775,2464,29465
Tanzania,530,2323,6590,29373
Finland,441,2099,7699,28784
Nepal,509,2002,6150,27548
Dominican Republic,393,1634,5382,27119
Uruguay,111,364,2058,25327
Trinidad and Tobago,415,2100,6134,24731
Sudan,797,4159,9185,23570
Kyrgyzstan,609,2135,7113,22493
Mongolia,710,2592,7077,22251
Paraguay,157,747,2509,21327
Georgia,292,1336,4211,21061
Chad,140,777,2259,20731
Niger,396,1640,4837,20557
El Salvador,176,810,5772,20478
Norway,322,1304,3793,19576
Iran (Islamic Republic of),34,254,1413,19144
Israel,272,1106,3465,17800
Sri Lanka,302,1290,4177,17509
Armenia,310,1179,3395,17317
Botswana,184,783,2445,16794
Kuwait,252,1025,3052,16444
Lithuania,371,1473,3332,16311
Mauritius,257,1041,3174,15936
Bolivia,203,910,2764,15709
Lao Peoples Democratic Republic,82,319,1048,15546
Namibia,230,966,3192,14745
Qatar,223,956,2816,13653
Slovenia,252,1225,3244,13611
Luxembourg,231,624,1557,12932
Cambodia,195,681,1796,12345
Macedonia,281,871,2149,12100
Denmark,208,891,2680,11860
Syrian Arab Republic,223,799,2344,11777
Bahamas,212,1030,3210,11771
Equatorial Guinea,21,99,1991,11529
Libyan Arab Jamahiriya,148,409,1914,10654
Swaziland,121,479,1613,9788
Oman,171,682,1939,9564
Cuba,39,134,435,8479
Guinea-Bissau,155,484,1688,8461
Tajikistan,216,809,2490,8249
Bosnia and Herzegovina,125,509,1547,8077
Cyprus,108,466,1495,8006
Fiji,144,608,2007,7798
Central African Republic,150,568,1435,7656
Sierra Leone,155,631,1892,7627
Reunion,112,494,1452,7514
Saint Lucia,45,231,658,7129
Barbados,118,589,1769,7066
Bahrain,126,479,1425,6917
Guyana,152,600,1645,6118
Latvia,132,525,1466,6113
Somalia,87,398,1111,5814
Estonia,114,512,1380,5772
Palestinian Territories,88,360,983,5545
Martinique,74,327,891,5246
Lesotho,80,299,899,5211
Belize,95,406,1254,4635
South Sudan,79,463,1320,4558
Montenegro,117,374,1339,4459
Malta,86,312,860,4354
Curacao,19,207,617,4050
Sao Tome and Principe,78,261,765,3357
Guam,74,252,742,3317
Grenada,18,123,395,3311
Guadeloupe,54,215,631,3285
Antigua and Barbuda,19,96,241,3282
Brunei Darussalam,32,177,576,3217
Macau SAR of China,38,167,538,2881
Maldives,42,160,594,2681
Turkmenistan,19,77,823,2599
Bhutan,63,183,503,2454
Suriname,99,261,718,2308
Cayman Islands,26,145,441,2101
French Guiana,21,98,346,2066
Saint Vincent and The Grenadines,28,138,417,2016
Iceland,42,154,419,1948
Europe (Unknown Country),16,101,206,1768
Gambia,43,217,571,1707
Mauritania,44,200,565,1637
French Polynesia,23,74,271,1629
Djibouti,15,60,165,1575
Vanuatu,21,93,274,1569
Timor-Leste,28,148,439,1553
Bermuda,23,108,346,1487
New Caledonia,14,72,276,1454
Jersey,55,159,411,1397
Seychelles,14,85,263,1325
Aruba,21,89,240,1304
US Virgin Islands,19,92,285,1291
Dominica,32,107,304,1284
Solomon Islands,17,97,346,1251
Anguilla,17,62,170,1191
Turks and Caicos Islands,22,76,269,1057
Monaco,24,85,271,1001
Samoa,15,94,265,943
Saint Kitts and Nevis,15,62,160,899
Tonga,15,52,178,833
Sint Maarten,13,65,166,702
British Virgin Islands,15,49,188,689
Comoros,1,15,42,645
Isle of Man,9,53,133,636
Northern Mariana Islands,8,35,104,593
Guernsey,15,54,141,514
Gibraltar,3,22,72,436
Faroe Islands,3,34,95,406
Federated States of Micronesia,12,43,106,370
Greenland,26,52,123,359
Palau,8,26,76,339
Bonaire/Sint Eustatius/Saba,4,21,68,308
Saint Martin,1,20,40,212
Andorra,0,6,26,191
Cook Islands,2,18,57,180
Marshall Islands,4,15,39,155
Kiribati,1,11,45,152
Liechtenstein,1,5,33,138
Mayotte,3,9,25,87
Nauru,1,5,27,82
Eritrea,1,3,11,53
Holy See (Vatican City State),0,2,8,46
San Marino,0,1,4,44
Aland Islands,1,3,6,38
St. Pierre and Miquelon,0,3,7,29
Falkland Islands (Malvinas),0,3,5,29
Wallis and Futuna Islands,0,3,7,26
American Samoa,0,3,9,21
Tuvalu,0,0,5,19
British Indian Ocean Territory,1,2,6,15
Montserrat,0,1,3,13
Niue,0,0,1,10
Norfolk Island,0,1,1,8
Tokelau,0,0,0,7
North Korea,0,0,1,4
Cocos (Keeling) Islands,0,1,1,2
St. Helena,0,0,0,2
Saint Barthelemy,0,0,0,1


